YGL078C	Ddx43
YNL243W	Hip1
YNL243W	Hip1r
YDR507C	Brsk1
YCL024W	Brsk1
YDR507C	Brsk2
YCL024W	Brsk2
YDR517W	Gorasp1
YDR517W	Gorasp2
YML121W	Rraga
YML121W	Rragb
YOR357C	Snx3
YOR357C	Snx12
YGR080W	Twf1
YGR080W	Twf2
YLR238W	Slmap
YDR200C	Slmap
YCR027C	Rhebl1
YCR027C	Rheb
YER170W	Ak3
YER170W	Ak4
YJR044C	Leprotl1
YJR044C	Leprot
YIL048W	Atp9a
YIL048W	Atp9b
YLR250W	Nucb2
YLR250W	Nucb1
YMR176W	Arid4a
YMR176W	Arid4b
YPR095C	Cyth3
YPR095C	Cyth1
YDR372C	Golph3l
YDR372C	Golph3
YGL066W	Atxn7l1
YGL066W	Atxn7
YER005W	Entpd4b
YER005W	Entpd4
YER005W	Entpd7
YML027W	Obox2
YML027W	Obox1
YML027W	Obox7
YML027W	Obox3
YML027W	Obox5
YML027W	Obox6
YJR019C	Acot8
YDR049W	Ankzf1
YNR030W	Alg12
YHR116W	Chchd7
YLR439W	Mrpl47
YER044C	Erg28
YHR007C	Cyp51
YMR038C	Ccs
YNL252C	Mrpl46
YDR302W	Pigf
YGL111W	Wdr74
YMR106C	Xrcc5
YPL195W	Ap3d1
YOL069W	Nuf2
YJR074W	Rangrf
YDR117C	Eif2d
YIL034C	Capzb
YKL205W	Xpot
YOR144C	Atad5
YDL156W	Wdr76
YKL017C	Ighmbp2
YKR030W	Unc50
YJR035W	Ercc6
YJL062W	Pigg
YDR076W	Rad51b
YJL013C	Bub1b
YGL155W	Pggt1b
YCL016C	Dscc1
YBL082C	Alg3
YKL165C	Pign
YPL083C	Tsen54
YNL059C	Actr5
YFL007W	Psme4
YKL206C	Psmg2
YML067C	Ergic2
YMR067C	Aspscr1
YGL251C	Hfm1
YGR099W	Telo2
YOL031C	Sil1
YMR012W	Cluh
YIL144W	Ndc80
YGR216C	Pigq
YGL150C	Ino80
YPL183C	Wdr6
YOL125W	Trmt13
YML005W	Trmt12
YLR215C	Cdc123
YCL055W	Mettl14
YBR183W	Acer3
YPL087W	Acer3
YKR038C	Osgep
YMR268C	Sart3
YBR186W	Trip13
YNR050C	Aass
YML114C	Taf8
YML036W	Tprkb
YPL164C	Mlh3
YDR527W	Rpap1
YKR016W	Immt
YGR036C	Dolpp1
YGL142C	Pigb
YLR318W	Tert
YPL107W	Oxld1
YGL067W	Nudt12
YMR208W	Mvk
YCR075C	Ctns
YOR141C	Actr8
YER146W	Lsm5
YGL086W	Mad1l1
YBR175W	Atg16l1
YKR092C	Nolc1
YOL076W	Naa25
YLR412W	Srrd
YML102W	Chaf1b
YDR465C	Gamt
YDR182W-A	Slc10a7
YMR034C	Slc10a7
YDR363W-A	Sem1
YFL027C	Tbc1d20
YOL054W	Trim69
YKL193C	Ppp1r7
YDR511W	Sdhaf3
YGL173C	Xrn1
YGL094C	Pan2
YDR440W	Dot1l
YDL200C	Mgmt
YBR111W-A	Eny2
YER019W	Smpd2
YOR125C	Coq7
YER049W	Ogfod1
YGL156W	Man2c1
YHR085W	Tex10
YKL025C	Pan3
YMR244C-A	Coa6
YPL016W	Arid5b
YPL016W	Arid5a
YJL011C	Crcp
YOR079C	Slc39a9
YDR460W	Mnat1
YPL162C	Stimate
YPR184W	Agl
YMR239C	Drosha
YER087W	Pars2
YDR052C	Dbf4
YMR042W	Srf
YMR043W	Srf
YBR140C	Nf1
YOL081W	Nf1
YGR284C	Surf4
YFR002W	Nup93
YEL004W	Slc35b4
YDL146W	Nckipsd
YDL146W	Nckipsd
YNL239W	Blmh
YOR278W	Uros
YOR058C	Prc1
YBR053C	Rgn
YPR013C	Zfp784
YPR015C	Zfp784
YHR117W	Tomm70a
YNL121C	Tomm70a
YLR405W	Dus4l
YGR101W	Parl
YMR277W	Ctdp1
YJR138W	Depdc5
YDR405W	Mrpl23
YPR117W	2610507B11Rik
YLR454W	2610507B11Rik
YKL003C	Gm49711
YKL003C	Mrps6
YJL059W	Cln3
YHR037W	Aldh4a1
YKL082C	Surf6
YGR056W	Pbrm1
YLR357W	Pbrm1
YNL213C	Ngrn
YIL046W	Fbxw7
YJL196C	Elovl6
YJL196C	Elovl3
YOR344C	Srebf1
YOR344C	Srebf2
YNR017W	Timm23
YBR066C	Zbtb25
YDR043C	Zbtb25
YBR066C	Zbtb2
YDR043C	Zbtb2
YFL054C	Aqp3
YFL054C	Aqp9
YCL064C	Sds
YCL064C	Sdsl
YCR053W	Thnsl1
YCR053W	Thnsl2
YGL033W	Psmc3ip
YDR313C	Zfyve21
YNL218W	Wrnip1
YIL001W	Abtb1
YDR379C-A	Sdhaf1
YLR003C	Cmss1
YML086C	Gulo
YHR154W	Slf1
YGL183C	Mnd1
YNL038W	Pigh
YKR095W-A	Lage3
YLR050C	Tmem97
YMR269W	Gpatch4
YPL206C	Gde1
YDR257C	Setd6
YDL119C	Slc25a38
YHR201C	Prune1
YMR235C	Rangap1
YOR330C	Polg
YMR201C	Xpa
YGL221C	Nif3l1
YKL016C	Atp5h
YHR051W	Cox5a
YPL069C	Ggps1
YOL138C	Wdr24
YML104C	Snx25
YCR071C	Mrpl49
YLR114C	Avl9
YEL062W	Nprl2
YER093C	Rictor
YBL104C	Mios
YNR006W	Hgs
YDR286C	C330018D20Rik
YMR010W	Pqlc1
YDR128W	Wdr59
YNL136W	Mrgbp
YNL070W	Tomm7
YLR193C	Prelid1
YNL044W	Rabac1
YLR191W	Pex13
YOL078W	Mapkap1
YAR035W	Cpt2
YGL126W	Fitm2
YHL023C	Nprl3
YGR019W	Abat
YIL003W	Nubp2
YPL225W	Pbdc1
YOL057W	Dpp3
YPL030W	Trmt44
YDR392W	Supt3
YLR023C	Paqr3
YCL004W	Pgs1
YLR403W	Jazf1
YJL101C	Gclc
YLR281C	2810006K23Rik
YER046W	Tecpr1
YNL259C	Atox1
YHR019C	Nars
YDR323C	Rbsn
YGL016W	Ipo13
YLR087C	4932438A13Rik
YJL046W	Lipt1
YOR149C	Pigz
YBR102C	Exoc8
YDL242W	M6pr
YPR079W	M6pr
YER075C	Ptpn18
YER075C	Ptpn22
YLR231C	Kynu
YDR242W	Faah
YAL024C	Ralgds
YHR158C	Klhdc1
YHR158C	Klhdc2
YKL047W	E330009J07Rik
YDL106C	Duxbl2
YDL106C	Duxbl1
YDL106C	Duxbl3
YLR424W	Gpatch2
YJR097W	Dnajc24
YNL141W	Ada
YIL112W	Ankrd42
YJL132W	Gpld1
YPR186C	Hinfp
YOR166C	Swt1
YER058W	Pet117
YLR007W	Nsmce1
YPR026W	Pgghg
YMR185W	Tango6
YGR062C	Cox18
YIL104C	Shq1
YCR088W	Lasp1
YML032C	Rad52
YCR066W	Rad18
YDR179W-A	Snx13
YBR286W	Cpq
YML002W	Ankrd27
YMR004W	Snx8
YCR017C	Cwh43
YLR337C	Wipf1
YGR232W	Invs
YDR071C	Aanat
YLR100W	Hsd17b7
YJR073C	Pemt
YMR221C	Slc43a3
YMR075W	Phf21a
YNL248C	Polr1e
YKL089W	Cenpc1
YCL014W	Fgd2
YCR009C	Bin3
YMR202W	Sigmar1
YMR014W	Srfbp1
YIR029W	Allc
YGL050W	Tyw3
YJR025C	Haao
YCR079W	Ppm1k
YOR122C	Pfn4
YBL060W	Cyth4
YHR034C	Pih1d1
YJL036W	Snx4
YLR136C	Zfp36
YNL234W	Ngb
YDR451C	Hoxd12
YKR074W	3110009E18Rik
