Input	Input Type	MGI Gene/Marker ID	Symbol	Name	Feature Type
ENSMUST00000002412	Ensembl Transcript	MGI:104694	Ncan	neurocan	protein coding gene
ENSMUST00000002413	Ensembl Transcript	MGI:2384577	Tmem161a	transmembrane protein 161A	protein coding gene
ENSMUST00000002436	Ensembl Transcript	MGI:1913866	Snx9	sorting nexin 9	protein coding gene
ENSMUST00000002444	Ensembl Transcript	MGI:106583	Rfx2	regulatory factor X, 2 (influences HLA class II expression)	protein coding gene
ENSMUST00000002445	Ensembl Transcript	MGI:1919060	Ranbp3	RAN binding protein 3	protein coding gene
ENSMUST00000002452	Ensembl Transcript	MGI:1917125	Ndufa11	NADH:ubiquinone oxidoreductase subunit A11	protein coding gene
ENSMUST00000002457	Ensembl Transcript	MGI:107335	Bmp8b	bone morphogenetic protein 8b	protein coding gene
ENSMUST00000002466	Ensembl Transcript	MGI:1352453	Nr2f6	nuclear receptor subfamily 2, group F, member 6	protein coding gene
ENSMUST00000002473	Ensembl Transcript	MGI:1915501	Babam1	BRISC and BRCA1 A complex member 1	protein coding gene
ENSMUST00000002487	Ensembl Transcript	MGI:88190	Braf	Braf transforming gene	protein coding gene
ENSMUST00000002502	Ensembl Transcript	MGI:1196437	Hltf	helicase-like transcription factor	protein coding gene
ENSMUST00000002518	Ensembl Transcript	MGI:95806	Tle5	TLE family member 5, transcriptional modulator	protein coding gene
ENSMUST00000002529	Ensembl Transcript	MGI:1922946	Prpf6	pre-mRNA splicing factor 6	protein coding gene
ENSMUST00000002532	Ensembl Transcript	MGI:1915153	Rgs19	regulator of G-protein signaling 19	protein coding gene
ENSMUST00000002551	Ensembl Transcript	MGI:98344	Snrpd1	small nuclear ribonucleoprotein D1	protein coding gene
ENSMUST00000002572	Ensembl Transcript	MGI:1890662	Slc9a3r2	solute carrier family 9 (sodium/hydrogen exchanger), member 3 regulator 2	protein coding gene
ENSMUST00000002603	Ensembl Transcript	MGI:2145950	Scrib	scribbled planar cell polarity	protein coding gene
ENSMUST00000002625	Ensembl Transcript	MGI:98904	Uck1	uridine-cytidine kinase 1	protein coding gene
ENSMUST00000002640	Ensembl Transcript	MGI:1306794	Scin	scinderin	protein coding gene
ENSMUST00000002677	Ensembl Transcript	MGI:1347244	Axl	AXL receptor tyrosine kinase	protein coding gene
ENSMUST00000002678	Ensembl Transcript	MGI:98725	Tgfb1	transforming growth factor, beta 1	protein coding gene
ENSMUST00000002683	Ensembl Transcript	MGI:1196455	Ccdc97	coiled-coil domain containing 97	protein coding gene
ENSMUST00000002699	Ensembl Transcript	MGI:1928488	Akap8	A kinase (PRKA) anchor protein 8	protein coding gene
ENSMUST00000002708	Ensembl Transcript	MGI:98297	Shh	sonic hedgehog	protein coding gene
ENSMUST00000002710	Ensembl Transcript	MGI:1915329	Pdcd2l	programmed cell death 2-like	protein coding gene
ENSMUST00000002733	Ensembl Transcript	MGI:1923848	Gtf2f1	general transcription factor IIF, polypeptide 1	protein coding gene
ENSMUST00000002735	Ensembl Transcript	MGI:1858213	Clpp	caseinolytic mitochondrial matrix peptidase proteolytic subunit	protein coding gene
ENSMUST00000002737	Ensembl Transcript	MGI:1913650	Alkbh7	alkB homolog 7	protein coding gene
ENSMUST00000002740	Ensembl Transcript	MGI:1201684	Pspn	persephin	protein coding gene
ENSMUST00000002757	Ensembl Transcript	MGI:1913522	Cox16	cytochrome c oxidase assembly protein 16	protein coding gene
ENSMUST00000002765	Ensembl Transcript	MGI:99879	Prkd1	protein kinase D1	protein coding gene
ENSMUST00000002790	Ensembl Transcript	MGI:1339951	Cse1l	chromosome segregation 1-like (S. cerevisiae)	protein coding gene
ENSMUST00000002808	Ensembl Transcript	MGI:1344375	Prkra	protein kinase, interferon inducible double stranded RNA dependent activator	protein coding gene
ENSMUST00000002809	Ensembl Transcript	MGI:1336879	Fkbp7	FK506 binding protein 7	protein coding gene
ENSMUST00000002818	Ensembl Transcript	MGI:1927550	Ykt6	YKT6 v-SNARE homolog (S. cerevisiae)	protein coding gene
ENSMUST00000002825	Ensembl Transcript	MGI:1353499	Baz1b	bromodomain adjacent to zinc finger domain, 1B	protein coding gene
ENSMUST00000002837	Ensembl Transcript	MGI:1921586	Tmed5	transmembrane p24 trafficking protein 5	protein coding gene
ENSMUST00000002839	Ensembl Transcript	MGI:2388481	Ppp2r5d	protein phosphatase 2, regulatory subunit B', delta	protein coding gene
ENSMUST00000002844	Ensembl Transcript	MGI:1351622	Mrpl2	mitochondrial ribosomal protein L2	protein coding gene
ENSMUST00000002845	Ensembl Transcript	MGI:96957	Mea1	male enhanced antigen 1	protein coding gene
ENSMUST00000002846	Ensembl Transcript	MGI:1202304	Gnmt	glycine N-methyltransferase	protein coding gene
ENSMUST00000002848	Ensembl Transcript	MGI:95823	Grin2d	glutamate receptor, ionotropic, NMDA2D (epsilon 4)	protein coding gene
ENSMUST00000002850	Ensembl Transcript	MGI:1351634	Abcc6	ATP-binding cassette, sub-family C (CFTR/MRP), member 6	protein coding gene
ENSMUST00000002855	Ensembl Transcript	MGI:1915387	Kdelr1	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 1	protein coding gene
ENSMUST00000002880	Ensembl Transcript	MGI:3026623	Btbd6	BTB (POZ) domain containing 6	protein coding gene
ENSMUST00000002881	Ensembl Transcript	MGI:1913424	Nudt14	nudix (nucleoside diphosphate linked moiety X)-type motif 14	protein coding gene
ENSMUST00000002883	Ensembl Transcript	MGI:892010	Sfrp4	secreted frizzled-related protein 4	protein coding gene
ENSMUST00000002885	Ensembl Transcript	MGI:2145369	Epdr1	ependymin related protein 1 (zebrafish)	protein coding gene
ENSMUST00000002889	Ensembl Transcript	MGI:1342286	Flii	flightless I actin binding protein	protein coding gene
ENSMUST00000002891	Ensembl Transcript	MGI:1197527	Top3a	topoisomerase (DNA) III alpha	protein coding gene
ENSMUST00000002902	Ensembl Transcript	MGI:1931441	Qtrt1	queuine tRNA-ribosyltransferase catalytic subunit 1	protein coding gene
ENSMUST00000002911	Ensembl Transcript	MGI:1194492	Hdgfl2	HDGF like 2	protein coding gene
ENSMUST00000002914	Ensembl Transcript	MGI:1351331	Chaf1a	chromatin assembly factor 1, subunit A (p150)	protein coding gene
ENSMUST00000002923	Ensembl Transcript	MGI:1098234	Adprh	ADP-ribosylarginine hydrolase	protein coding gene
ENSMUST00000002924	Ensembl Transcript	MGI:1915096	Tmem39a	transmembrane protein 39a	protein coding gene
ENSMUST00000002925	Ensembl Transcript	MGI:1922139	Timmdc1	translocase of inner mitochondrial membrane domain containing 1	protein coding gene
ENSMUST00000002926	Ensembl Transcript	MGI:1934677	Pla1a	phospholipase A1 member A	protein coding gene
ENSMUST00000002976	Ensembl Transcript	MGI:107399	Il17ra	interleukin 17 receptor A	protein coding gene
ENSMUST00000002979	Ensembl Transcript	MGI:96743	Lamb1	laminin B1	protein coding gene
ENSMUST00000002989	Ensembl Transcript	MGI:1918057	Arrdc2	arrestin domain containing 2	protein coding gene
ENSMUST00000003035	Ensembl Transcript	MGI:1916147	Disp1	dispatched RND transporter family member 1	protein coding gene
ENSMUST00000003038	Ensembl Transcript	MGI:101920	Ap2a2	adaptor-related protein complex 2, alpha 2 subunit	protein coding gene
ENSMUST00000003044	Ensembl Transcript	MGI:1891698	Pnkp	polynucleotide kinase 3'- phosphatase	protein coding gene
ENSMUST00000003049	Ensembl Transcript	MGI:1922863	Med25	mediator complex subunit 25	protein coding gene
ENSMUST00000003061	Ensembl Transcript	MGI:1929940	Bcam	basal cell adhesion molecule	protein coding gene
ENSMUST00000003071	Ensembl Transcript	MGI:87878	Apoc4	apolipoprotein C-IV	protein coding gene
ENSMUST00000003100	Ensembl Transcript	MGI:88608	Cyp2f2	cytochrome P450, family 2, subfamily f, polypeptide 2	protein coding gene
ENSMUST00000003117	Ensembl Transcript	MGI:102776	Ap1m1	adaptor-related protein complex AP-1, mu subunit 1	protein coding gene
ENSMUST00000003121	Ensembl Transcript	MGI:96960	Rab8a	RAB8A, member RAS oncogene family	protein coding gene
ENSMUST00000003123	Ensembl Transcript	MGI:1915172	Fam32a	family with sequence similarity 32, member A	protein coding gene
ENSMUST00000003135	Ensembl Transcript	MGI:1101781	Elf3	E74-like factor 3	protein coding gene
ENSMUST00000003154	Ensembl Transcript	MGI:102707	Efna2	ephrin A2	protein coding gene
ENSMUST00000003183	Ensembl Transcript	MGI:102666	Ppp5c	protein phosphatase 5, catalytic subunit	protein coding gene
ENSMUST00000003238	Ensembl Transcript	MGI:1926805	Foxj2	forkhead box J2	protein coding gene
ENSMUST00000003268	Ensembl Transcript	MGI:700010	Sh3gl1	SH3-domain GRB2-like 1	protein coding gene
ENSMUST00000003274	Ensembl Transcript	MGI:1354171	Ebi3	Epstein-Barr virus induced gene 3	protein coding gene
ENSMUST00000003284	Ensembl Transcript	MGI:1859179	Irf3	interferon regulatory factor 3	protein coding gene
ENSMUST00000003310	Ensembl Transcript	MGI:894323	Ranbp2	RAN binding protein 2	protein coding gene
ENSMUST00000003312	Ensembl Transcript	MGI:1343498	Edar	ectodysplasin-A receptor	protein coding gene
ENSMUST00000003313	Ensembl Transcript	MGI:109161	Grk5	G protein-coupled receptor kinase 5	protein coding gene
ENSMUST00000003319	Ensembl Transcript	MGI:1351656	Abcf3	ATP-binding cassette, sub-family F (GCN20), member 3	protein coding gene
ENSMUST00000003320	Ensembl Transcript	MGI:2446176	Eif2b5	eukaryotic translation initiation factor 2B, subunit 5 epsilon	protein coding gene
ENSMUST00000003345	Ensembl Transcript	MGI:103574	Amph	amphiphysin	protein coding gene
ENSMUST00000003360	Ensembl Transcript	MGI:1336193	Car11	carbonic anhydrase 11	protein coding gene
ENSMUST00000003369	Ensembl Transcript	MGI:1891916	Plag1	pleiomorphic adenoma gene 1	protein coding gene
ENSMUST00000003386	Ensembl Transcript	MGI:2137210	Mrpl4	mitochondrial ribosomal protein L4	protein coding gene
ENSMUST00000003413	Ensembl Transcript	MGI:2445210	Cyp4f39	cytochrome P450, family 4, subfamily f, polypeptide 39	protein coding gene
ENSMUST00000003433	Ensembl Transcript	MGI:894279	Mknk2	MAP kinase-interacting serine/threonine kinase 2	protein coding gene
ENSMUST00000003434	Ensembl Transcript	MGI:1933831	Btbd2	BTB (POZ) domain containing 2	protein coding gene
ENSMUST00000003438	Ensembl Transcript	MGI:3050117	Mob3a	MOB kinase activator 3A	protein coding gene
ENSMUST00000003442	Ensembl Transcript	MGI:103307	Cacnb3	calcium channel, voltage-dependent, beta 3 subunit	protein coding gene
ENSMUST00000003444	Ensembl Transcript	MGI:2146001	Ccdc65	coiled-coil domain containing 65	protein coding gene
ENSMUST00000003445	Ensembl Transcript	MGI:1913370	Fkbp11	FK506 binding protein 11	protein coding gene
ENSMUST00000003451	Ensembl Transcript	MGI:2444878	Rnd1	Rho family GTPase 1	protein coding gene
ENSMUST00000003461	Ensembl Transcript	MGI:1098267	Ogdh	oxoglutarate (alpha-ketoglutarate) dehydrogenase (lipoamide)	protein coding gene
ENSMUST00000003468	Ensembl Transcript	MGI:95818	Grik5	glutamate receptor, ionotropic, kainate 5 (gamma 2)	protein coding gene
ENSMUST00000003469	Ensembl Transcript	MGI:101774	Cd79a	CD79A antigen (immunoglobulin-associated alpha)	protein coding gene
ENSMUST00000003501	Ensembl Transcript	MGI:109157	Elavl3	ELAV like RNA binding protein 3	protein coding gene
ENSMUST00000003509	Ensembl Transcript	MGI:2386797	St8sia6	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6	protein coding gene
ENSMUST00000003512	Ensembl Transcript	MGI:103017	Fcgrt	Fc receptor, IgG, alpha chain transporter	protein coding gene
ENSMUST00000003513	Ensembl Transcript	MGI:1913644	Nosip	nitric oxide synthase interacting protein	protein coding gene
ENSMUST00000003521	Ensembl Transcript	MGI:1351329	Rps11	ribosomal protein S11	protein coding gene
ENSMUST00000003527	Ensembl Transcript	MGI:1202400	Supt5	suppressor of Ty 5	protein coding gene
ENSMUST00000003529	Ensembl Transcript	MGI:1923988	Paf1	Paf1, RNA polymerase II complex component	protein coding gene
ENSMUST00000003536	Ensembl Transcript	MGI:1914474	Med29	mediator complex subunit 29	protein coding gene
ENSMUST00000003554	Ensembl Transcript	MGI:1309468	Casq1	calsequestrin 1	protein coding gene
ENSMUST00000003561	Ensembl Transcript	MGI:1860417	Phyhip	phytanoyl-CoA hydroxylase interacting protein	protein coding gene
ENSMUST00000003569	Ensembl Transcript	MGI:102963	Inmt	indolethylamine N-methyltransferase	protein coding gene
ENSMUST00000003572	Ensembl Transcript	MGI:2449057	Gars	glycyl-tRNA synthetase	protein coding gene
ENSMUST00000003574	Ensembl Transcript	MGI:1919304	Cyp4f18	cytochrome P450, family 4, subfamily f, polypeptide 18	protein coding gene
ENSMUST00000003575	Ensembl Transcript	MGI:2449202	Tpm4	tropomyosin 4	protein coding gene
ENSMUST00000003620	Ensembl Transcript	MGI:97770	Prodh	proline dehydrogenase	protein coding gene
ENSMUST00000003621	Ensembl Transcript	MGI:107854	Ess2	ess-2 splicing factor	protein coding gene
ENSMUST00000003622	Ensembl Transcript	MGI:1345283	Slc25a1	solute carrier family 25 (mitochondrial carrier, citrate transporter), member 1	protein coding gene
ENSMUST00000003635	Ensembl Transcript	MGI:104814	Ier3	immediate early response 3	protein coding gene
ENSMUST00000003640	Ensembl Transcript	MGI:95575	Fosb	FBJ osteosarcoma oncogene B	protein coding gene
ENSMUST00000003642	Ensembl Transcript	MGI:1922014	Klc4	kinesin light chain 4	protein coding gene
ENSMUST00000003643	Ensembl Transcript	MGI:88413	Ckm	creatine kinase, muscle	protein coding gene
ENSMUST00000003645	Ensembl Transcript	MGI:95412	Ercc1	excision repair cross-complementing rodent repair deficiency, complementation group 1	protein coding gene
ENSMUST00000003655	Ensembl Transcript	MGI:1929882	As3mt	arsenic (+3 oxidation state) methyltransferase	protein coding gene
ENSMUST00000003659	Ensembl Transcript	MGI:88469	Comp	cartilage oligomeric matrix protein	protein coding gene
ENSMUST00000003677	Ensembl Transcript	MGI:1918923	Rnf215	ring finger protein 215	protein coding gene
ENSMUST00000003681	Ensembl Transcript	MGI:1915065	Sec14l2	SEC14-like lipid binding 2	protein coding gene
ENSMUST00000003687	Ensembl Transcript	MGI:98727	Tgfb3	transforming growth factor, beta 3	protein coding gene
ENSMUST00000003705	Ensembl Transcript	MGI:1921518	Aven	apoptosis, caspase activation inhibitor	protein coding gene
ENSMUST00000003717	Ensembl Transcript	MGI:97569	Abcb4	ATP-binding cassette, sub-family B (MDR/TAP), member 4	protein coding gene
ENSMUST00000003720	Ensembl Transcript	MGI:1921364	Crot	carnitine O-octanoyltransferase	protein coding gene
ENSMUST00000003726	Ensembl Transcript	MGI:1888520	Brd4	bromodomain containing 4	protein coding gene
ENSMUST00000003754	Ensembl Transcript	MGI:101914	Calb2	calbindin 2	protein coding gene
ENSMUST00000003759	Ensembl Transcript	MGI:1346998	Ciao1	cytosolic iron-sulfur protein assembly 1	protein coding gene
ENSMUST00000003762	Ensembl Transcript	MGI:106590	Has1	hyaluronan synthase 1	protein coding gene
ENSMUST00000003808	Ensembl Transcript	MGI:1346047	Gdf15	growth differentiation factor 15	protein coding gene
ENSMUST00000003818	Ensembl Transcript	MGI:1920249	Insig2	insulin induced gene 2	protein coding gene
ENSMUST00000003826	Ensembl Transcript	MGI:96282	Htr3a	5-hydroxytryptamine (serotonin) receptor 3A	protein coding gene
ENSMUST00000003843	Ensembl Transcript	MGI:104677	Man1a	mannosidase 1, alpha	protein coding gene
ENSMUST00000003850	Ensembl Transcript	MGI:2442554	Itpkc	inositol 1,4,5-trisphosphate 3-kinase C	protein coding gene
ENSMUST00000003870	Ensembl Transcript	MGI:97245	Mxi1	MAX interactor 1, dimerization protein	protein coding gene
ENSMUST00000003876	Ensembl Transcript	MGI:1925906	Brd8	bromodomain containing 8	protein coding gene
ENSMUST00000003907	Ensembl Transcript	MGI:104541	Gcdh	glutaryl-Coenzyme A dehydrogenase	protein coding gene
ENSMUST00000003911	Ensembl Transcript	MGI:105126	Rad23a	RAD23 homolog A, nucleotide excision repair protein	protein coding gene
ENSMUST00000003912	Ensembl Transcript	MGI:88252	Calr	calreticulin	protein coding gene
ENSMUST00000003947	Ensembl Transcript	MGI:103187	Nqo1	NAD(P)H dehydrogenase, quinone 1	protein coding gene
ENSMUST00000003964	Ensembl Transcript	MGI:101805	Gys1	glycogen synthase 1, muscle	protein coding gene
ENSMUST00000003971	Ensembl Transcript	MGI:1330858	Lin7b	lin-7 homolog B (C. elegans)	protein coding gene
ENSMUST00000003981	Ensembl Transcript	MGI:96562	Il7r	interleukin 7 receptor	protein coding gene
ENSMUST00000004036	Ensembl Transcript	MGI:109196	Efnb3	ephrin B3	protein coding gene
ENSMUST00000004050	Ensembl Transcript	MGI:1914718	Mmd	monocyte to macrophage differentiation-associated	protein coding gene
ENSMUST00000004051	Ensembl Transcript	MGI:96108	Hlf	hepatic leukemia factor	protein coding gene
ENSMUST00000004054	Ensembl Transcript	MGI:103560	Kpna1	karyopherin (importin) alpha 1	protein coding gene
ENSMUST00000004057	Ensembl Transcript	MGI:1917436	Fam162a	family with sequence similarity 162, member A	protein coding gene
ENSMUST00000004072	Ensembl Transcript	MGI:1350927	Rpl8	ribosomal protein L8	protein coding gene
ENSMUST00000004076	Ensembl Transcript	MGI:1351340	Grm3	glutamate receptor, metabotropic 3	protein coding gene
ENSMUST00000004094	Ensembl Transcript	MGI:1914220	Ssbp2	single-stranded DNA binding protein 2	protein coding gene
ENSMUST00000004097	Ensembl Transcript	MGI:88568	Cux1	cut-like homeobox 1	protein coding gene
ENSMUST00000004120	Ensembl Transcript	MGI:1914280	Fancl	Fanconi anemia, complementation group L	protein coding gene
ENSMUST00000004136	Ensembl Transcript	MGI:106026	Gstm3	glutathione S-transferase, mu 3	protein coding gene
ENSMUST00000004137	Ensembl Transcript	MGI:1915562	Gstm7	glutathione S-transferase, mu 7	protein coding gene
ENSMUST00000004140	Ensembl Transcript	MGI:95860	Gstm1	glutathione S-transferase, mu 1	protein coding gene
ENSMUST00000004156	Ensembl Transcript	MGI:1346880	Map3k11	mitogen-activated protein kinase kinase kinase 11	protein coding gene
ENSMUST00000004172	Ensembl Transcript	MGI:109373	Hmox2	heme oxygenase 2	protein coding gene
ENSMUST00000004173	Ensembl Transcript	MGI:1913876	Cdip1	cell death inducing Trp53 target 1	protein coding gene
ENSMUST00000004200	Ensembl Transcript	MGI:1913320	Cwc15	CWC15 spliceosome-associated protein	protein coding gene
ENSMUST00000004201	Ensembl Transcript	MGI:1858212	Col5a3	collagen, type V, alpha 3	protein coding gene
ENSMUST00000004206	Ensembl Transcript	MGI:1858258	Eif3g	eukaryotic translation initiation factor 3, subunit G	protein coding gene
ENSMUST00000004222	Ensembl Transcript	MGI:99430	Hira	histone cell cycle regulator	protein coding gene
ENSMUST00000004232	Ensembl Transcript	MGI:87921	Adh1	alcohol dehydrogenase 1 (class I)	protein coding gene
